Rgp,Rgp_lib,Dut,Dut_lib,Âge au bac,Sexe,Mention au Bac,Année de cohorte des données sur le passage entre L1 et L2,Effectif de néobacheliers de la cohorte,Passage en 2ème année de DUT en 1 an,Passage en 2ème année de DUT en 2 ans,Année de cohorte des données sur la réussite en licence,Effectif de néobacheliers de la cohorte.1,Obtention du DUT en 2 ans,Obtention du DUT en 3 ans
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,A l'heure ou en avance,Homme,Assez bien,2014,463.0,380.0,37.0,2013,445.0,343.0,43.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",En retard d'un an,Homme,Assez bien,2014,3.0,3.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",En retard d'un an,Femme,Passable deuxième groupe,2014,2.0,1.0,0.0,2013,1.0,1.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,En retard d'un an,Homme,Très bien,2014,12.0,7.0,0.0,2013,15.0,11.0,1.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,En retard de plus d'un an,Homme,Passable premier groupe,2014,21.0,6.0,3.0,2013,37.0,10.0,4.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,A l'heure ou en avance,Homme,Assez bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,En retard de plus d'un an,Femme,Assez bien,2014,4.0,2.0,0.0,2013,10.0,6.0,1.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",A l'heure ou en avance,Femme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,A l'heure ou en avance,Femme,Assez bien,2014,7.0,2.0,1.0,2013,6.0,3.0,2.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,En retard d'un an,Homme,Passable premier groupe,2014,47.0,7.0,9.0,2013,44.0,2.0,6.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,En retard de plus d'un an,Femme,Assez bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Homme,Inconnue,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Homme,Passable premier groupe,2014,137.0,97.0,7.0,2013,142.0,92.0,16.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,En retard d'un an,Femme,Passable premier groupe,2014,5.0,0.0,2.0,2013,3.0,1.0,2.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,Non pris en compte,Homme,Passable premier groupe,2014,1.0,1.0,0.0,2013,3.0,1.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,En retard d'un an,Homme,Inconnue,2014,11.0,6.0,3.0,2013,14.0,1.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,En retard d'un an,Homme,Passable premier groupe,2014,21.0,15.0,1.0,2013,20.0,10.0,4.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,Non pris en compte,Homme,Passable premier groupe,2014,2.0,0.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,A l'heure ou en avance,Homme,Passable premier groupe,2014,1.0,0.0,1.0,2013,3.0,0.0,1.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Homme,Passable deuxième groupe,2014,22.0,5.0,3.0,2013,21.0,5.0,1.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard de plus d'un an,Femme,Très bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,A l'heure ou en avance,Femme,Assez bien,2014,66.0,51.0,1.0,2013,45.0,39.0,2.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard de plus d'un an,Homme,Passable deuxième groupe,2014,2.0,1.0,0.0,2013,4.0,2.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard d'un an,Femme,Assez bien,2014,0.0,0.0,0.0,2013,2.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,En retard d'un an,Homme,Bien,2014,13.0,11.0,0.0,2013,18.0,13.0,2.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,A l'heure ou en avance,Femme,Très bien,2014,1.0,1.0,0.0,2013,3.0,3.0,0.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,En retard de plus d'un an,Homme,Assez bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,A l'heure ou en avance,Femme,Assez bien,2014,108.0,94.0,2.0,2013,156.0,133.0,3.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,En retard de plus d'un an,Femme,Passable premier groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",MP,Mesures physiques,En retard de plus d'un an,Homme,Assez bien,2014,0.0,0.0,0.0,2013,6.0,3.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",En retard d'un an,Femme,Assez bien,2014,1.0,1.0,0.0,2013,2.0,2.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,A l'heure ou en avance,Femme,Inconnue,2014,2.0,1.0,0.0,2013,0.0,0.0,0.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,En retard d'un an,Femme,Passable premier groupe,2014,6.0,4.0,0.0,2013,12.0,7.0,2.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,3.0,1.0,0.0,2013,0.0,0.0,0.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,En retard de plus d'un an,Femme,Passable premier groupe,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,A l'heure ou en avance,Homme,Passable deuxième groupe,2014,8.0,5.0,0.0,2013,3.0,3.0,0.0
CM,Communication et médiation,CS,Carrières sociales,A l'heure ou en avance,Homme,Passable premier groupe,2014,5.0,4.0,0.0,2013,8.0,4.0,2.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Homme,Très bien,2014,1.0,1.0,0.0,2013,4.0,3.0,1.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,Non pris en compte,Femme,Très bien,2014,10.0,8.0,0.0,2013,8.0,8.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,A l'heure ou en avance,Homme,Très bien,2014,21.0,19.0,0.0,2013,17.0,17.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,A l'heure ou en avance,Homme,Passable deuxième groupe,2014,1.0,0.0,0.0,2013,2.0,1.0,0.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,En retard d'un an,Homme,Inconnue,2014,3.0,0.0,0.0,2013,2.0,1.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,A l'heure ou en avance,Homme,Assez bien,2014,52.0,45.0,6.0,2013,56.0,42.0,8.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,En retard d'un an,Homme,Assez bien,2014,15.0,12.0,1.0,2013,31.0,14.0,5.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,En retard d'un an,Homme,Inconnue,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,A l'heure ou en avance,Femme,Bien,2014,11.0,10.0,1.0,2013,17.0,16.0,1.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,A l'heure ou en avance,Homme,Inconnue,2014,12.0,5.0,3.0,2013,7.0,3.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GEA,Gestion des entreprises et administrations,En retard d'un an,Femme,Passable deuxième groupe,2014,33.0,14.0,3.0,2013,22.0,8.0,6.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard d'un an,Homme,Inconnue,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,En retard d'un an,Femme,Passable premier groupe,2014,14.0,12.0,0.0,2013,9.0,9.0,0.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,En retard d'un an,Homme,Passable premier groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,A l'heure ou en avance,Femme,Assez bien,2014,7.0,2.0,2.0,2013,4.0,0.0,1.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,En retard d'un an,Homme,Assez bien,2014,89.0,27.0,14.0,2013,92.0,26.0,20.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard d'un an,Homme,Bien,2014,1.0,1.0,0.0,2013,2.0,2.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard d'un an,Homme,Passable premier groupe,2014,1.0,0.0,0.0,2013,4.0,4.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,A l'heure ou en avance,Homme,Très bien,2014,3.0,3.0,0.0,2013,3.0,3.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Homme,Passable premier groupe,2014,3.0,2.0,1.0,2013,4.0,2.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard de plus d'un an,Femme,Assez bien,2014,3.0,3.0,0.0,2013,4.0,2.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,A l'heure ou en avance,Homme,Passable premier groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,1.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,A l'heure ou en avance,Homme,Assez bien,2014,2.0,1.0,0.0,2013,2.0,2.0,0.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,A l'heure ou en avance,Femme,Assez bien,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,A l'heure ou en avance,Homme,Très bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,En retard d'un an,Femme,Bien,2014,2.0,1.0,0.0,2013,1.0,1.0,0.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",En retard d'un an,Femme,Passable premier groupe,2014,3.0,1.0,0.0,2013,5.0,2.0,2.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",Non pris en compte,Homme,Bien,2014,5.0,4.0,0.0,2013,6.0,5.0,1.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,A l'heure ou en avance,Homme,Passable deuxième groupe,2014,3.0,0.0,0.0,2013,9.0,1.0,2.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,A l'heure ou en avance,Femme,Assez bien,2014,16.0,6.0,2.0,2013,11.0,2.0,3.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard d'un an,Femme,Assez bien,2014,0.0,0.0,0.0,2013,2.0,2.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard de plus d'un an,Femme,Passable premier groupe,2014,2.0,1.0,0.0,2013,3.0,2.0,0.0
CM,Communication et médiation,INFOCOM,Information-Communication,Non pris en compte,Femme,Assez bien,2014,1.0,0.0,0.0,2013,5.0,1.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",Non pris en compte,Homme,Bien,2014,9.0,7.0,1.0,2013,8.0,6.0,2.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",Non pris en compte,Homme,Passable premier groupe,2014,16.0,3.0,1.0,2013,23.0,7.0,2.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,En retard d'un an,Homme,Passable premier groupe,2014,40.0,27.0,4.0,2013,58.0,35.0,8.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,En retard de plus d'un an,Homme,Assez bien,2014,3.0,3.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,En retard d'un an,Homme,Très bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GB,Génie biologique,En retard de plus d'un an,Femme,Assez bien,2014,9.0,5.0,1.0,2013,5.0,3.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",GIM,Génie industriel et maintenance,A l'heure ou en avance,Femme,Inconnue,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GIM,Génie industriel et maintenance,En retard de plus d'un an,Homme,Bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard d'un an,Homme,Assez bien,2014,11.0,9.0,1.0,2013,23.0,17.0,3.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,En retard d'un an,Femme,Assez bien,2014,17.0,16.0,1.0,2013,12.0,12.0,0.0
CM,Communication et médiation,CS,Carrières sociales,En retard d'un an,Femme,Passable premier groupe,2014,2.0,2.0,0.0,2013,4.0,4.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GIM,Génie industriel et maintenance,En retard d'un an,Femme,Passable premier groupe,2014,3.0,0.0,1.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GIM,Génie industriel et maintenance,Non pris en compte,Homme,Très bien,2014,2.0,1.0,1.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard de plus d'un an,Homme,Inconnue,2014,1.0,0.0,0.0,2013,1.0,0.0,0.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",A l'heure ou en avance,Femme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,1.0
CES,"Construction, énergie, sécurité",HSE,"Hygiène, sécurité, environnement",A l'heure ou en avance,Homme,Assez bien,2014,48.0,29.0,9.0,2013,61.0,37.0,7.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,A l'heure ou en avance,Homme,Inconnue,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,En retard de plus d'un an,Femme,Passable deuxième groupe,2014,1.0,0.0,0.0,2013,2.0,1.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,En retard d'un an,Homme,Passable premier groupe,2014,3.0,0.0,0.0,2013,3.0,2.0,0.0
CM,Communication et médiation,CS,Carrières sociales,A l'heure ou en avance,Femme,Bien,2014,42.0,40.0,0.0,2013,45.0,40.0,0.0
CM,Communication et médiation,CS,Carrières sociales,A l'heure ou en avance,Homme,Inconnue,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,En retard de plus d'un an,Femme,Passable premier groupe,2014,2.0,1.0,0.0,2013,4.0,4.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,A l'heure ou en avance,Homme,Passable premier groupe,2014,37.0,30.0,1.0,2013,34.0,20.0,7.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard d'un an,Femme,Assez bien,2014,0.0,0.0,0.0,2013,2.0,1.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Homme,Très bien,2014,1.0,0.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",Non pris en compte,Femme,Très bien,2014,2.0,1.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Homme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,2.0,1.0,0.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,A l'heure ou en avance,Homme,Bien,2014,41.0,32.0,1.0,2013,47.0,44.0,2.0
SIMC,"Sciences industrielles, matériaux, contrôle",MP,Mesures physiques,A l'heure ou en avance,Femme,Bien,2014,44.0,41.0,2.0,2013,42.0,40.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,En retard de plus d'un an,Femme,Bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,A l'heure ou en avance,Homme,Assez bien,2014,28.0,19.0,4.0,2013,30.0,12.0,9.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,A l'heure ou en avance,Homme,Bien,2014,5.0,5.0,0.0,2013,12.0,11.0,1.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,A l'heure ou en avance,Homme,Inconnue,2014,2.0,2.0,0.0,2013,1.0,0.0,1.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,A l'heure ou en avance,Homme,Inconnue,2014,9.0,7.0,1.0,2013,6.0,3.0,2.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",A l'heure ou en avance,Homme,Très bien,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",En retard d'un an,Homme,Bien,2014,1.0,1.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",En retard de plus d'un an,Homme,Passable premier groupe,2014,4.0,1.0,0.0,2013,2.0,2.0,0.0
CM,Communication et médiation,CS,Carrières sociales,En retard d'un an,Homme,Passable premier groupe,2014,7.0,3.0,1.0,2013,8.0,5.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,En retard d'un an,Homme,Passable premier groupe,2014,10.0,6.0,1.0,2013,29.0,8.0,7.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,En retard d'un an,Femme,Passable deuxième groupe,2014,2.0,1.0,0.0,2013,9.0,6.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,En retard de plus d'un an,Homme,Assez bien,2014,3.0,3.0,0.0,2013,3.0,2.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",MP,Mesures physiques,En retard de plus d'un an,Homme,Très bien,2014,2.0,2.0,0.0,2013,1.0,1.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Femme,Passable premier groupe,2014,6.0,3.0,1.0,2013,7.0,5.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,A l'heure ou en avance,Femme,Bien,2014,4.0,4.0,0.0,2013,6.0,4.0,2.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,28.0,21.0,1.0,2013,23.0,15.0,2.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Femme,Assez bien,2014,496.0,377.0,25.0,2013,468.0,377.0,23.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,A l'heure ou en avance,Femme,Inconnue,2014,4.0,3.0,0.0,2013,6.0,5.0,0.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,En retard d'un an,Homme,Passable deuxième groupe,2014,27.0,13.0,4.0,2013,27.0,9.0,5.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,En retard d'un an,Homme,Bien,2014,3.0,2.0,1.0,2013,2.0,1.0,0.0
EAI,"Électronique, automatique, informatique",RT,Réseaux et télécommunications,A l'heure ou en avance,Homme,Passable premier groupe,2014,117.0,37.0,13.0,2013,82.0,20.0,21.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard d'un an,Homme,Très bien,2014,0.0,0.0,0.0,2013,2.0,2.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GIM,Génie industriel et maintenance,En retard d'un an,Homme,Passable deuxième groupe,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard d'un an,Femme,Passable premier groupe,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,En retard de plus d'un an,Femme,Passable premier groupe,2014,0.0,0.0,0.0,2013,1.0,1.0,0.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,En retard de plus d'un an,Femme,Inconnue,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,A l'heure ou en avance,Homme,Bien,2014,299.0,283.0,4.0,2013,353.0,318.0,13.0
CM,Communication et médiation,INFOCOM,Information-Communication,En retard d'un an,Homme,Assez bien,2014,7.0,5.0,0.0,2013,3.0,2.0,1.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,6.0,4.0,1.0,2013,8.0,3.0,2.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",En retard d'un an,Homme,Passable premier groupe,2014,3.0,2.0,0.0,2013,5.0,0.0,2.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Homme,Passable premier groupe,2014,28.0,13.0,2.0,2013,27.0,15.0,7.0
SIMC,"Sciences industrielles, matériaux, contrôle",GIM,Génie industriel et maintenance,En retard d'un an,Femme,Passable deuxième groupe,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,Non pris en compte,Homme,Assez bien,2014,40.0,17.0,5.0,2013,45.0,10.0,5.0
CES,"Construction, énergie, sécurité",GTE,Génie thermique et énergie,En retard de plus d'un an,Femme,Passable premier groupe,2014,1.0,0.0,0.0,2013,1.0,0.0,1.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,A l'heure ou en avance,Homme,Assez bien,2014,846.0,722.0,36.0,2013,819.0,624.0,84.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,En retard de plus d'un an,Femme,Bien,2014,0.0,0.0,0.0,2013,1.0,0.0,0.0
EAI,"Électronique, automatique, informatique",INFO,Informatique,Non pris en compte,Homme,Passable premier groupe,2014,0.0,0.0,0.0,2013,5.0,0.0,2.0
CM,Communication et médiation,MMI,Métiers du multimédia et de l'internet,A l'heure ou en avance,Homme,Assez bien,2014,11.0,4.0,0.0,2013,6.0,4.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",MP,Mesures physiques,A l'heure ou en avance,Homme,Passable premier groupe,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
SIMC,"Sciences industrielles, matériaux, contrôle",MP,Mesures physiques,En retard d'un an,Homme,Passable deuxième groupe,2014,29.0,13.0,9.0,2013,9.0,0.0,4.0
SIMC,"Sciences industrielles, matériaux, contrôle",PEC,"Packaging, emballage et conditionnement",A l'heure ou en avance,Femme,Passable deuxième groupe,2014,1.0,1.0,0.0,2013,3.0,2.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",A l'heure ou en avance,Femme,Assez bien,2014,5.0,4.0,0.0,2013,5.0,3.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",En retard d'un an,Homme,Passable premier groupe,2014,19.0,8.0,1.0,2013,11.0,5.0,4.0
SIMC,"Sciences industrielles, matériaux, contrôle",QLIO,"Qualité, logistique industrielle et organisation",Non pris en compte,Femme,Passable premier groupe,2014,1.0,0.0,0.0,2013,5.0,1.0,0.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,A l'heure ou en avance,Femme,Passable deuxième groupe,2014,39.0,15.0,8.0,2013,17.0,6.0,5.0
CM,Communication et médiation,CS,Carrières sociales,A l'heure ou en avance,Femme,Passable premier groupe,2014,32.0,22.0,3.0,2013,34.0,25.0,2.0
SIMC,"Sciences industrielles, matériaux, contrôle",SGM,Sciences et génie des matériaux,A l'heure ou en avance,Homme,Passable premier groupe,2014,20.0,3.0,8.0,2013,15.0,3.0,4.0
AGSC,"Administration, gestion, statistique, commerce",STID,Statistique et informatique décisionnelle,En retard de plus d'un an,Homme,Assez bien,2014,0.0,0.0,0.0,2013,2.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",TC,Techniques de commercialisation,En retard de plus d'un an,Homme,Passable deuxième groupe,2014,8.0,3.0,1.0,2013,7.0,3.0,1.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,En retard d'un an,Femme,Inconnue,2014,1.0,0.0,1.0,2013,1.0,1.0,0.0
CBPI,"Chimie, biologie, procédés industriels",GCGP,Génie chimique - Génie des procédés,En retard de plus d'un an,Femme,Passable premier groupe,2014,4.0,4.0,0.0,2013,4.0,2.0,1.0
CES,"Construction, énergie, sécurité",GCCD,Génie civil - Construction durable,En retard de plus d'un an,Homme,Très bien,2014,1.0,1.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GACO,Gestion administrative et commerciale des organisations,En retard d'un an,Homme,Assez bien,2014,6.0,5.0,0.0,2013,9.0,7.0,2.0
CBPI,"Chimie, biologie, procédés industriels",CHIMIE,Chimie,En retard de plus d'un an,Femme,Passable deuxième groupe,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",CJ,Carrières juridiques,En retard d'un an,Femme,Très bien,2014,2.0,2.0,0.0,2013,0.0,0.0,0.0
EAI,"Électronique, automatique, informatique",GE2I,Génie électrique et informatique industrielle,En retard de plus d'un an,Homme,Inconnue,2014,1.0,0.0,0.0,2013,0.0,0.0,0.0
AGSC,"Administration, gestion, statistique, commerce",GLT,Gestion logistique et transport,En retard d'un an,Femme,Assez bien,2014,2.0,2.0,0.0,2013,5.0,3.0,1.0
SIMC,"Sciences industrielles, matériaux, contrôle",GMP,Génie mécanique et productique,A l'heure ou en avance,Femme,Assez bien,2014,35.0,30.0,0.0,2013,34.0,31.0,1.0
